Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
2017,3,13,6,30,63,29,402,1.2000000000000002,-9,85.13
2017,3,13,7,30,262,67,725,1.1,-8,74.35000000000002
2017,3,13,8,30,463,95,849,1.0,-6,64.28
2017,3,13,9,30,631,112,917,0.9,-4,55.5
2017,3,13,10,30,750,121,955,0.8,-3,48.84
2017,3,13,11,30,805,132,956,0.6000000000000001,-1,45.34
2017,3,13,12,30,793,141,934,0.4,0,45.77
2017,3,13,13,30,650,100,856,0.4,0,50.02
2017,3,13,14,30,585,127,845,0.30000000000000004,0,57.21
2017,3,13,15,30,341,98,606,0.30000000000000004,0,66.32000000000001
2017,3,13,16,30,172,83,381,0.4,0,76.57000000000002
2017,3,13,17,30,22,22,0,0.6000000000000001,0,87.42
2017,3,13,18,30,0,0,0,0.9,-1,98.48
2017,3,13,19,30,0,0,0,1.0,-1,109.38
2017,3,13,20,30,0,0,0,1.1,-2,119.72
2017,3,13,21,30,0,0,0,1.1,-3,128.89
2017,3,13,22,30,0,0,0,1.0,-3,135.98
2017,3,13,23,30,0,0,0,0.9,-3,139.76
2017,3,14,0,30,0,0,0,0.8,-3,139.24
2017,3,14,1,30,0,0,0,0.7000000000000001,-2,134.58
2017,3,14,2,30,0,0,0,0.6000000000000001,-2,126.91
2017,3,14,3,30,0,0,0,0.7000000000000001,-2,117.39
2017,3,14,4,30,0,0,0,1.0,-1,106.87
2017,3,14,5,30,0,0,0,1.2000000000000002,-1,95.88
2017,3,14,6,30,10,10,0,1.5,0,84.81
2017,3,14,7,30,42,42,0,1.8,0,74.02
2017,3,14,8,30,68,68,0,2.1,0,63.93
2017,3,14,9,30,92,92,0,2.3000000000000003,0,55.13
2017,3,14,10,30,35,35,0,2.7,0,48.45
2017,3,14,11,30,64,64,0,3.1,1,44.94
2017,3,14,12,30,57,57,0,3.2,1,45.39
2017,3,14,13,30,106,106,0,3.1,1,49.68
2017,3,14,14,30,78,78,0,3.0,2,56.92
2017,3,14,15,30,55,55,0,2.7,2,66.06
2017,3,14,16,30,26,26,0,2.5,2,76.34
2017,3,14,17,30,2,2,0,2.2,2,87.2
2017,3,14,18,30,0,0,0,1.9,1,98.26
2017,3,14,19,30,0,0,0,1.7000000000000002,1,109.16
2017,3,14,20,30,0,0,0,1.8,0,119.47
2017,3,14,21,30,0,0,0,2.0,0,128.6
2017,3,14,22,30,0,0,0,1.9,-1,135.64
2017,3,14,23,30,0,0,0,1.9,-2,139.37
2017,3,15,0,30,0,0,0,1.9,-3,138.84
2017,3,15,1,30,0,0,0,1.8,-4,134.2
2017,3,15,2,30,0,0,0,1.8,-4,126.55
2017,3,15,3,30,0,0,0,1.8,-5,117.05
2017,3,15,4,30,0,0,0,1.8,-5,106.55
2017,3,15,5,30,0,0,0,1.7000000000000002,-6,95.56
2017,3,15,6,30,68,35,343,1.7000000000000002,-6,84.49
2017,3,15,7,30,267,77,677,1.8,-5,73.69
2017,3,15,8,30,469,103,822,1.8,-4,63.59
2017,3,15,9,30,639,123,894,1.8,-4,54.75
2017,3,15,10,30,759,132,938,1.7000000000000002,-3,48.05
2017,3,15,11,30,816,141,947,1.7000000000000002,-3,44.54
2017,3,15,12,30,605,270,474,1.7000000000000002,-3,45.01
2017,3,15,13,30,587,198,596,1.6,-2,49.35
2017,3,15,14,30,449,200,452,1.6,-2,56.63
2017,3,15,15,30,315,137,434,1.6,-3,65.81
2017,3,15,16,30,162,91,297,1.6,-3,76.11
2017,3,15,17,30,24,20,81,1.6,-4,86.99
2017,3,15,18,30,0,0,0,1.7000000000000002,-4,98.05
2017,3,15,19,30,0,0,0,1.7000000000000002,-5,108.93
2017,3,15,20,30,0,0,0,1.7000000000000002,-5,119.21
2017,3,15,21,30,0,0,0,1.7000000000000002,-5,128.31
2017,3,15,22,30,0,0,0,1.7000000000000002,-6,135.3
2017,3,15,23,30,0,0,0,1.7000000000000002,-6,138.99
2017,3,16,0,30,0,0,0,1.7000000000000002,-6,138.44
2017,3,16,1,30,0,0,0,1.7000000000000002,-6,133.81
2017,3,16,2,30,0,0,0,1.6,-6,126.18
2017,3,16,3,30,0,0,0,1.6,-6,116.71
2017,3,16,4,30,0,0,0,1.6,-6,106.22
2017,3,16,5,30,0,0,0,1.5,-6,95.24
2017,3,16,6,30,76,32,430,1.5,-5,84.17
2017,3,16,7,30,275,68,726,1.6,-4,73.36
2017,3,16,8,30,475,95,843,1.7000000000000002,-4,63.24
2017,3,16,9,30,641,118,899,1.6,-3,54.38
2017,3,16,10,30,757,142,912,1.6,-3,47.66
2017,3,16,11,30,813,151,923,1.6,-2,44.14
2017,3,16,12,30,636,238,558,1.6,-1,44.64
2017,3,16,13,30,729,145,891,1.6,-1,49.02
2017,3,16,14,30,596,133,836,1.5,-1,56.34
2017,3,16,15,30,330,128,489,1.4,-1,65.56
2017,3,16,16,30,215,78,561,1.3,-1,75.88
2017,3,16,17,30,33,24,172,1.2000000000000002,-1,86.77
2017,3,16,18,30,0,0,0,1.2000000000000002,-2,97.83
2017,3,16,19,30,0,0,0,1.1,-2,108.7
2017,3,16,20,30,0,0,0,1.0,-2,118.96
2017,3,16,21,30,0,0,0,1.0,-3,128.01
2017,3,16,22,30,0,0,0,1.0,-4,134.96
2017,3,16,23,30,0,0,0,1.0,-5,138.6
2017,3,17,0,30,0,0,0,1.0,-5,138.04
2017,3,17,1,30,0,0,0,1.0,-6,133.42000000000002
2017,3,17,2,30,0,0,0,1.0,-6,125.82
2017,3,17,3,30,0,0,0,1.0,-6,116.37
2017,3,17,4,30,0,0,0,1.0,-7,105.9
2017,3,17,5,30,0,0,0,1.0,-6,94.92
2017,3,17,6,30,81,32,458,0.9,-4,83.85000000000002
2017,3,17,7,30,282,64,748,1.0,-2,73.03
2017,3,17,8,30,482,85,871,1.1,0,62.89
2017,3,17,9,30,649,100,934,1.2000000000000002,0,54.01
2017,3,17,10,30,628,191,644,1.2000000000000002,0,47.26
2017,3,17,11,30,669,221,619,1.2000000000000002,1,43.74
2017,3,17,12,30,686,187,696,1.2000000000000002,1,44.26
2017,3,17,13,30,643,136,768,1.2000000000000002,2,48.68
2017,3,17,14,30,532,103,768,1.1,2,56.05
2017,3,17,15,30,435,84,840,1.0,1,65.31
2017,3,17,16,30,230,60,686,0.9,0,75.66
2017,3,17,17,30,40,21,310,0.9,0,86.56
2017,3,17,18,30,0,0,0,1.0,-1,97.62
2017,3,17,19,30,0,0,0,1.1,-2,108.47
2017,3,17,20,30,0,0,0,1.1,-2,118.71
2017,3,17,21,30,0,0,0,1.0,-2,127.72
2017,3,17,22,30,0,0,0,1.0,-3,134.61
2017,3,17,23,30,0,0,0,1.0,-3,138.22
2017,3,18,0,30,0,0,0,1.1,-4,137.63
2017,3,18,1,30,0,0,0,1.1,-4,133.03
2017,3,18,2,30,0,0,0,1.2000000000000002,-5,125.45
2017,3,18,3,30,0,0,0,1.2000000000000002,-5,116.03
2017,3,18,4,30,0,0,0,1.2000000000000002,-5,105.57
2017,3,18,5,30,0,0,0,1.1,-5,94.6
2017,3,18,6,30,87,36,455,1.0,-3,83.53
2017,3,18,7,30,293,71,744,0.9,-1,72.7
2017,3,18,8,30,495,95,867,0.9,0,62.54
2017,3,18,9,30,576,103,797,0.9,1,53.63
2017,3,18,10,30,676,133,794,0.9,2,46.87
2017,3,18,11,30,713,168,749,0.9,2,43.34
2017,3,18,12,30,715,152,781,1.0,2,43.88
2017,3,18,13,30,648,136,769,1.1,2,48.35
2017,3,18,14,30,537,102,772,1.1,1,55.77
2017,3,18,15,30,434,100,793,1.1,0,65.06
2017,3,18,16,30,228,72,620,1.0,0,75.43
2017,3,18,17,30,40,25,240,1.0,0,86.34
2017,3,18,18,30,0,0,0,1.0,0,97.4
2017,3,18,19,30,0,0,0,1.0,0,108.25
2017,3,18,20,30,0,0,0,1.0,0,118.46
2017,3,18,21,30,0,0,0,1.0,0,127.43
2017,3,18,22,30,0,0,0,1.0,0,134.27
2017,3,18,23,30,0,0,0,1.0,0,137.83
2017,3,19,0,30,0,0,0,1.1,0,137.23
2017,3,19,1,30,0,0,0,1.1,0,132.64
2017,3,19,2,30,0,0,0,1.1,0,125.09
2017,3,19,3,30,0,0,0,1.1,0,115.69
2017,3,19,4,30,0,0,0,1.1,0,105.24
2017,3,19,5,30,0,0,0,1.2000000000000002,0,94.28
2017,3,19,6,30,21,21,0,1.2000000000000002,0,83.21000000000002
2017,3,19,7,30,71,71,0,1.4,0,72.37
2017,3,19,8,30,171,165,11,1.5,1,62.19000000000001
2017,3,19,9,30,226,216,16,1.6,2,53.26
2017,3,19,10,30,309,283,37,1.7000000000000002,2,46.47
2017,3,19,11,30,381,336,61,1.8,3,42.94
2017,3,19,12,30,273,260,17,1.8,3,43.51
2017,3,19,13,30,296,272,35,1.8,2,48.02
2017,3,19,14,30,523,126,700,1.7000000000000002,2,55.49
2017,3,19,15,30,423,122,706,1.6,2,64.82000000000001
2017,3,19,16,30,222,85,535,1.4,1,75.21000000000002
2017,3,19,17,30,40,28,182,1.2000000000000002,0,86.13
2017,3,19,18,30,0,0,0,1.1,0,97.19
2017,3,19,19,30,0,0,0,1.1,0,108.02
2017,3,19,20,30,0,0,0,1.2000000000000002,0,118.2
2017,3,19,21,30,0,0,0,1.2000000000000002,0,127.14
2017,3,19,22,30,0,0,0,1.2000000000000002,0,133.93
2017,3,19,23,30,0,0,0,1.3,0,137.44
2017,3,20,0,30,0,0,0,1.3,0,136.83
2017,3,20,1,30,0,0,0,1.3,0,132.25
2017,3,20,2,30,0,0,0,1.3,-1,124.72
2017,3,20,3,30,0,0,0,1.3,-1,115.34
2017,3,20,4,30,0,0,0,1.3,-1,104.91
2017,3,20,5,30,0,0,0,1.3,-1,93.96
2017,3,20,6,30,100,37,505,1.3,0,82.88
2017,3,20,7,30,309,68,780,1.4,1,72.04
2017,3,20,8,30,429,92,713,1.5,3,61.84
2017,3,20,9,30,606,89,856,1.5,4,52.89
2017,3,20,10,30,718,105,883,1.4,5,46.08
2017,3,20,11,30,767,118,880,1.2000000000000002,5,42.54
2017,3,20,12,30,766,110,898,1.0,6,43.13
2017,3,20,13,30,765,114,967,0.8,7,47.69
2017,3,20,14,30,629,102,922,0.7000000000000001,7,55.2
2017,3,20,15,30,381,86,687,0.6000000000000001,6,64.57000000000001
2017,3,20,16,30,240,64,680,0.6000000000000001,3,74.99
2017,3,20,17,30,47,25,310,0.7000000000000001,1,85.92
2017,3,20,18,30,0,0,0,0.9,1,96.97
2017,3,20,19,30,0,0,0,1.0,0,107.79
2017,3,20,20,30,0,0,0,1.0,0,117.95
2017,3,20,21,30,0,0,0,1.1,0,126.84
2017,3,20,22,30,0,0,0,1.0,0,133.59
2017,3,20,23,30,0,0,0,1.0,0,137.06
2017,3,21,0,30,0,0,0,1.0,0,136.43
2017,3,21,1,30,0,0,0,0.9,0,131.86
2017,3,21,2,30,0,0,0,0.9,0,124.36
2017,3,21,3,30,0,0,0,0.9,0,115.0
2017,3,21,4,30,0,0,0,0.9,0,104.58
2017,3,21,5,30,0,0,0,0.9,0,93.64
2017,3,21,6,30,92,45,364,0.8,2,82.56
2017,3,21,7,30,248,81,531,0.6000000000000001,4,71.7
2017,3,21,8,30,364,175,396,0.4,6,61.49
2017,3,21,9,30,550,163,635,0.4,8,52.51
2017,3,21,10,30,629,223,581,0.4,9,45.68
2017,3,21,11,30,604,323,379,0.4,9,42.14
2017,3,21,12,30,625,332,400,0.5,10,42.76
2017,3,21,13,30,307,281,39,0.5,10,47.36
2017,3,21,14,30,473,209,458,0.5,9,54.92
2017,3,21,15,30,430,129,695,0.4,8,64.33
2017,3,21,16,30,229,93,514,0.4,6,74.77
2017,3,21,17,30,44,32,169,0.6000000000000001,4,85.71000000000002
2017,3,21,18,30,0,0,0,0.7000000000000001,4,96.76
2017,3,21,19,30,0,0,0,0.8,4,107.56
2017,3,21,20,30,0,0,0,0.9,3,117.69
2017,3,21,21,30,0,0,0,1.0,2,126.55
2017,3,21,22,30,0,0,0,0.9,1,133.24
2017,3,21,23,30,0,0,0,0.9,0,136.67000000000002
2017,3,22,0,30,0,0,0,1.0,0,136.03
2017,3,22,1,30,0,0,0,1.1,0,131.47
2017,3,22,2,30,0,0,0,1.2000000000000002,1,123.99
2017,3,22,3,30,0,0,0,1.2000000000000002,1,114.66
2017,3,22,4,30,0,0,0,1.2000000000000002,1,104.25
2017,3,22,5,30,0,0,0,1.4,1,93.32
2017,3,22,6,30,101,40,453,1.8,0,82.24
2017,3,22,7,30,51,51,0,2.1,0,71.37
2017,3,22,8,30,184,176,16,2.1,0,61.14
2017,3,22,9,30,669,79,961,2.2,0,52.14
2017,3,22,10,30,781,89,984,2.2,0,45.28
2017,3,22,11,30,839,88,1007,2.3000000000000003,0,41.74
2017,3,22,12,30,835,83,1017,2.3000000000000003,0,42.38
2017,3,22,13,30,762,87,989,2.3000000000000003,-1,47.04
2017,3,22,14,30,633,80,954,2.3000000000000003,-2,54.65
2017,3,22,15,30,458,69,890,2.3000000000000003,-3,64.08
2017,3,22,16,30,254,53,757,2.3000000000000003,-4,74.54
2017,3,22,17,30,57,24,419,2.2,-5,85.5
2017,3,22,18,30,0,0,0,2.1,-6,96.55
2017,3,22,19,30,0,0,0,2.1,-6,107.34
2017,3,22,20,30,0,0,0,2.0,-6,117.44
2017,3,22,21,30,0,0,0,1.9,-7,126.25
2017,3,22,22,30,0,0,0,1.9,-7,132.9
2017,3,22,23,30,0,0,0,1.8,-7,136.29
2017,3,23,0,30,0,0,0,1.7000000000000002,-7,135.62
2017,3,23,1,30,0,0,0,1.6,-7,131.08
2017,3,23,2,30,0,0,0,1.5,-7,123.62
2017,3,23,3,30,0,0,0,1.4,-7,114.31
2017,3,23,4,30,0,0,0,1.4,-7,103.93
2017,3,23,5,30,0,0,0,1.3,-7,93.0
2017,3,23,6,30,116,35,578,1.3,-6,81.92
2017,3,23,7,30,322,57,815,1.4,-4,71.04
2017,3,23,8,30,519,70,921,1.4,-3,60.79
2017,3,23,9,30,682,78,975,1.5,-2,51.77
2017,3,23,10,30,793,86,997,1.5,0,44.89
2017,3,23,11,30,844,90,1004,1.5,0,41.34
2017,3,23,12,30,832,90,998,1.5,0,42.01
2017,3,23,13,30,756,91,970,1.4,1,46.71
2017,3,23,14,30,626,84,930,1.3,2,54.37000000000001
2017,3,23,15,30,451,74,854,1.2000000000000002,1,63.84
2017,3,23,16,30,248,59,699,1.1,0,74.32000000000002
2017,3,23,17,30,56,28,343,1.0,0,85.28
2017,3,23,18,30,0,0,0,1.0,-1,96.33
2017,3,23,19,30,0,0,0,0.9,-1,107.11
2017,3,23,20,30,0,0,0,0.8,-2,117.18
2017,3,23,21,30,0,0,0,0.8,-2,125.96
2017,3,23,22,30,0,0,0,0.8,-3,132.56
2017,3,23,23,30,0,0,0,0.8,-2,135.9
2017,3,24,0,30,0,0,0,0.7000000000000001,-2,135.22
2017,3,24,1,30,0,0,0,0.8,-2,130.69
2017,3,24,2,30,0,0,0,0.8,-2,123.26
2017,3,24,3,30,0,0,0,0.7000000000000001,-3,113.97
2017,3,24,4,30,0,0,0,0.8,-3,103.6
2017,3,24,5,30,0,0,0,0.9,-2,92.67
2017,3,24,6,30,107,43,440,0.9,-1,81.59
2017,3,24,7,30,171,133,115,0.8,0,70.71000000000002
2017,3,24,8,30,99,99,0,0.8,0,60.44
2017,3,24,9,30,133,133,0,0.9,1,51.4
2017,3,24,10,30,140,140,0,1.1,2,44.5
2017,3,24,11,30,142,142,0,1.3,3,40.94
2017,3,24,12,30,48,48,0,1.4,3,41.64
2017,3,24,13,30,96,96,0,1.3,3,46.39
2017,3,24,14,30,37,37,0,1.3,3,54.09
2017,3,24,15,30,16,16,0,1.2000000000000002,3,63.6
2017,3,24,16,30,8,8,0,1.1,3,74.11
2017,3,24,17,30,1,1,0,1.1,3,85.08
2017,3,24,18,30,0,0,0,1.0,3,96.12
2017,3,24,19,30,0,0,0,1.0,3,106.88
2017,3,24,20,30,0,0,0,0.9,3,116.93
2017,3,24,21,30,0,0,0,0.9,3,125.66
2017,3,24,22,30,0,0,0,0.9,4,132.21
2017,3,24,23,30,0,0,0,0.8,4,135.52
2017,3,25,0,30,0,0,0,0.7000000000000001,3,134.82
2017,3,25,1,30,0,0,0,0.6000000000000001,3,130.3
2017,3,25,2,30,0,0,0,0.6000000000000001,2,122.89
2017,3,25,3,30,0,0,0,0.7000000000000001,2,113.62
2017,3,25,4,30,0,0,0,0.7000000000000001,1,103.27
2017,3,25,5,30,0,0,0,0.7000000000000001,1,92.35
2017,3,25,6,30,27,27,0,0.7000000000000001,2,81.27
2017,3,25,7,30,79,79,0,0.7000000000000001,3,70.38
2017,3,25,8,30,151,151,0,0.7000000000000001,3,60.1
2017,3,25,9,30,132,132,0,0.7000000000000001,3,51.03
2017,3,25,10,30,86,86,0,0.7000000000000001,3,44.1
2017,3,25,11,30,197,193,5,0.6000000000000001,3,40.54
2017,3,25,12,30,110,110,0,0.6000000000000001,3,41.27
2017,3,25,13,30,159,159,0,0.6000000000000001,3,46.07
2017,3,25,14,30,129,129,0,0.4,2,53.82
2017,3,25,15,30,114,114,0,0.2,2,63.36
2017,3,25,16,30,63,63,0,0.4,1,73.89
2017,3,25,17,30,14,14,0,0.7000000000000001,0,84.87
2017,3,25,18,30,0,0,0,0.7000000000000001,0,95.91
2017,3,25,19,30,0,0,0,0.7000000000000001,0,106.65
2017,3,25,20,30,0,0,0,0.9,0,116.67
2017,3,25,21,30,0,0,0,1.0,0,125.36
2017,3,25,22,30,0,0,0,0.9,0,131.87
2017,3,25,23,30,0,0,0,0.8,0,135.13
2017,3,26,0,30,0,0,0,0.8,-1,134.42000000000002
2017,3,26,1,30,0,0,0,0.8,-1,129.91
2017,3,26,2,30,0,0,0,0.9,0,122.52
2017,3,26,3,30,0,0,0,0.9,0,113.28
2017,3,26,4,30,0,0,0,1.0,0,102.94
2017,3,26,5,30,0,0,0,1.0,0,92.03
2017,3,26,6,30,120,49,451,1.0,1,80.95
2017,3,26,7,30,317,79,698,1.0,2,70.05
2017,3,26,8,30,505,97,809,1.0,3,59.75
2017,3,26,9,30,656,110,861,1.0,4,50.66
2017,3,26,10,30,579,310,372,1.0,5,43.71
2017,3,26,11,30,468,371,127,1.0,5,40.14
2017,3,26,12,30,329,305,31,0.9,4,40.9
2017,3,26,13,30,269,255,19,0.9,4,45.75
2017,3,26,14,30,219,210,14,0.9,3,53.55
2017,3,26,15,30,191,176,34,0.8,2,63.13
2017,3,26,16,30,103,100,8,0.7000000000000001,2,73.67
2017,3,26,17,30,22,22,0,0.7000000000000001,1,84.66
2017,3,26,18,30,0,0,0,0.8,1,95.7
2017,3,26,19,30,0,0,0,0.8,1,106.42
2017,3,26,20,30,0,0,0,0.8,1,116.41
2017,3,26,21,30,0,0,0,0.8,1,125.07
2017,3,26,22,30,0,0,0,0.7000000000000001,1,131.52
2017,3,26,23,30,0,0,0,0.7000000000000001,1,134.75
2017,3,27,0,30,0,0,0,0.8,1,134.02
2017,3,27,1,30,0,0,0,0.9,1,129.52
2017,3,27,2,30,0,0,0,1.0,1,122.16
2017,3,27,3,30,0,0,0,1.0,2,112.93
2017,3,27,4,30,0,0,0,1.0,2,102.61
2017,3,27,5,30,0,0,0,0.9,2,91.71
2017,3,27,6,30,7,7,0,0.9,2,80.63
2017,3,27,7,30,19,19,0,0.9,3,69.72
2017,3,27,8,30,41,41,0,0.8,4,59.4
2017,3,27,9,30,27,27,0,0.6000000000000001,5,50.29
2017,3,27,10,30,99,99,0,0.5,5,43.32
2017,3,27,11,30,147,147,0,0.4,6,39.75
2017,3,27,12,30,87,87,0,0.2,7,40.53
2017,3,27,13,30,66,66,0,0.1,7,45.43
2017,3,27,14,30,159,159,0,0.2,7,53.28
2017,3,27,15,30,147,147,0,0.30000000000000004,6,62.89
2017,3,27,16,30,79,79,0,0.4,5,73.46000000000002
2017,3,27,17,30,18,18,0,0.5,4,84.45
2017,3,27,18,30,0,0,0,0.7000000000000001,3,95.48
2017,3,27,19,30,0,0,0,0.8,3,106.19
2017,3,27,20,30,0,0,0,0.7000000000000001,2,116.16
2017,3,27,21,30,0,0,0,0.6000000000000001,2,124.77
2017,3,27,22,30,0,0,0,0.5,1,131.18
2017,3,27,23,30,0,0,0,0.5,1,134.37
2017,3,28,0,30,0,0,0,0.4,1,133.63
2017,3,28,1,30,0,0,0,0.30000000000000004,1,129.13
2017,3,28,2,30,0,0,0,0.30000000000000004,1,121.79
2017,3,28,3,30,0,0,0,0.4,1,112.59
2017,3,28,4,30,0,0,0,0.4,1,102.28
2017,3,28,5,30,0,0,0,0.5,1,91.39
2017,3,28,6,30,79,67,70,0.4,1,80.31
2017,3,28,7,30,209,140,196,0.4,2,69.39
2017,3,28,8,30,230,208,43,0.4,2,59.06
2017,3,28,9,30,333,287,72,0.4,3,49.92
2017,3,28,10,30,310,289,28,0.4,3,42.93
2017,3,28,11,30,336,311,31,0.5,4,39.35
2017,3,28,12,30,322,301,28,0.4,4,40.16
2017,3,28,13,30,162,161,0,0.4,4,45.11
2017,3,28,14,30,115,115,0,0.5,4,53.01
2017,3,28,15,30,71,71,0,0.5,3,62.66
2017,3,28,16,30,38,38,0,0.5,3,73.24
2017,3,28,17,30,8,8,0,0.5,3,84.24
2017,3,28,18,30,0,0,0,0.5,3,95.27
2017,3,28,19,30,0,0,0,0.5,3,105.97
2017,3,28,20,30,0,0,0,0.6000000000000001,3,115.9
2017,3,28,21,30,0,0,0,0.6000000000000001,2,124.47
2017,3,28,22,30,0,0,0,0.6000000000000001,2,130.84
2017,3,28,23,30,0,0,0,0.7000000000000001,2,133.99
2017,3,29,0,30,0,0,0,0.7000000000000001,2,133.23
2017,3,29,1,30,0,0,0,0.7000000000000001,2,128.75
2017,3,29,2,30,0,0,0,0.8,2,121.43
2017,3,29,3,30,0,0,0,0.8,1,112.25
2017,3,29,4,30,0,0,0,0.8,1,101.95
2017,3,29,5,30,0,0,0,0.9,1,91.07
2017,3,29,6,30,119,68,291,0.9,2,79.99
2017,3,29,7,30,50,50,0,1.0,3,69.07000000000001
2017,3,29,8,30,97,97,0,1.0,5,58.72
2017,3,29,9,30,263,247,24,0.9,6,49.55
2017,3,29,10,30,268,256,16,0.8,7,42.54
2017,3,29,11,30,371,336,45,0.8,8,38.95
2017,3,29,12,30,238,230,10,0.8,8,39.79
2017,3,29,13,30,289,271,24,0.8,7,44.8
2017,3,29,14,30,256,238,30,0.9,6,52.74
2017,3,29,15,30,96,96,0,1.1,5,62.42
2017,3,29,16,30,54,54,0,1.2000000000000002,4,73.03
2017,3,29,17,30,14,14,0,1.3,3,84.04
2017,3,29,18,30,0,0,0,1.4,3,95.06
2017,3,29,19,30,0,0,0,1.3,2,105.74
2017,3,29,20,30,0,0,0,1.2000000000000002,1,115.64
2017,3,29,21,30,0,0,0,1.2000000000000002,1,124.18
2017,3,29,22,30,0,0,0,1.1,0,130.49
2017,3,29,23,30,0,0,0,1.1,0,133.6
2017,3,30,0,30,0,0,0,1.1,0,132.83
2017,3,30,1,30,0,0,0,1.0,0,128.36
2017,3,30,2,30,0,0,0,1.0,0,121.06
2017,3,30,3,30,0,0,0,1.0,0,111.9
2017,3,30,4,30,0,0,0,1.0,0,101.63
2017,3,30,5,30,0,0,0,0.9,0,90.75
2017,3,30,6,30,145,48,542,1.0,1,79.68
2017,3,30,7,30,348,70,767,1.1,2,68.74
2017,3,30,8,30,541,83,874,1.0,3,58.38
2017,3,30,9,30,699,91,930,0.8,4,49.19
2017,3,30,10,30,807,95,960,0.6000000000000001,5,42.15
2017,3,30,11,30,858,95,975,0.4,6,38.56
2017,3,30,12,30,845,93,973,0.4,7,39.43
2017,3,30,13,30,770,89,955,0.4,8,44.48
2017,3,30,14,30,639,85,910,0.4,8,52.48
2017,3,30,15,30,341,176,353,0.30000000000000004,7,62.19000000000001
2017,3,30,16,30,193,111,276,0.4,6,72.82000000000002
2017,3,30,17,30,53,38,136,0.7000000000000001,4,83.83
2017,3,30,18,30,0,0,0,0.9,3,94.85
2017,3,30,19,30,0,0,0,0.8,2,105.51
2017,3,30,20,30,0,0,0,0.8,1,115.39
2017,3,30,21,30,0,0,0,0.8,1,123.88
2017,3,30,22,30,0,0,0,0.7000000000000001,1,130.15
2017,3,30,23,30,0,0,0,0.6000000000000001,1,133.22
2017,3,31,0,30,0,0,0,0.6000000000000001,1,132.44
2017,3,31,1,30,0,0,0,0.7000000000000001,1,127.98
2017,3,31,2,30,0,0,0,0.6000000000000001,1,120.7
2017,3,31,3,30,0,0,0,0.6000000000000001,1,111.56
2017,3,31,4,30,0,0,0,0.7000000000000001,1,101.3
2017,3,31,5,30,0,0,0,0.8,1,90.43
2017,3,31,6,30,43,43,0,0.8,2,79.36
2017,3,31,7,30,106,106,0,0.8,3,68.42
2017,3,31,8,30,147,147,0,0.8,3,58.04
2017,3,31,9,30,166,166,0,0.8,3,48.83
2017,3,31,10,30,164,163,1,0.8,3,41.76
2017,3,31,11,30,157,156,1,0.8,2,38.17
2017,3,31,12,30,285,271,17,0.8,2,39.07
2017,3,31,13,30,170,168,1,0.9,1,44.17
2017,3,31,14,30,100,100,0,0.9,1,52.21
2017,3,31,15,30,69,69,0,0.9,1,61.96
2017,3,31,16,30,39,39,0,0.8,0,72.61
2017,3,31,17,30,10,10,0,0.8,0,83.63
2017,3,31,18,30,0,0,0,0.9,0,94.64
2017,3,31,19,30,0,0,0,1.0,0,105.28
2017,3,31,20,30,0,0,0,1.1,0,115.13
2017,3,31,21,30,0,0,0,1.2000000000000002,0,123.58
2017,3,31,22,30,0,0,0,1.1,0,129.81
2017,3,31,23,30,0,0,0,1.1,0,132.84
2017,4,1,0,30,0,0,0,1.2000000000000002,0,132.04
2017,4,1,1,30,0,0,0,1.2000000000000002,0,127.59
2017,4,1,2,30,0,0,0,1.2000000000000002,0,120.34
2017,4,1,3,30,0,0,0,1.2000000000000002,0,111.22
2017,4,1,4,30,0,0,0,1.2000000000000002,0,100.98
2017,4,1,5,30,0,0,0,1.2000000000000002,0,90.12
2017,4,1,6,30,13,13,0,1.3,0,79.05
2017,4,1,7,30,32,32,0,1.3,0,68.1
2017,4,1,8,30,12,12,0,1.4,0,57.7
2017,4,1,9,30,205,201,7,1.5,0,48.47
2017,4,1,10,30,142,142,0,1.5,0,41.37
2017,4,1,11,30,226,219,8,1.5,0,37.78
2017,4,1,12,30,228,221,9,1.6,0,38.71
2017,4,1,13,30,318,293,34,1.5,0,43.86
2017,4,1,14,30,114,114,0,1.5,0,51.95
2017,4,1,15,30,23,23,0,1.4,0,61.73
2017,4,1,16,30,13,13,0,1.3,0,72.4
2017,4,1,17,30,3,3,0,1.2000000000000002,0,83.42
2017,4,1,18,30,0,0,0,1.1,0,94.43
2017,4,1,19,30,0,0,0,1.0,0,105.05
2017,4,1,20,30,0,0,0,0.9,0,114.87
2017,4,1,21,30,0,0,0,0.9,0,123.29
2017,4,1,22,30,0,0,0,0.9,0,129.47
2017,4,1,23,30,0,0,0,0.8,0,132.47
2017,4,2,0,30,0,0,0,0.8,0,131.65
2017,4,2,1,30,0,0,0,0.7000000000000001,0,127.21
2017,4,2,2,30,0,0,0,0.7000000000000001,0,119.98
2017,4,2,3,30,0,0,0,0.7000000000000001,-1,110.88
2017,4,2,4,30,0,0,0,0.8,-1,100.65
2017,4,2,5,30,0,0,0,0.8,-1,89.8
2017,4,2,6,30,85,74,53,0.7000000000000001,0,78.73
2017,4,2,7,30,196,155,108,0.7000000000000001,0,67.78
2017,4,2,8,30,566,124,819,0.7000000000000001,1,57.36
2017,4,2,9,30,649,133,773,0.7000000000000001,1,48.11
