,Temp,Dew,RH,Windspeed,Wind direction,Solar Zenith,GHI,DHI,DNI
2017-01-01 00:00:00,2,2,100.0,1.1,220.1,158.70000000000005,0,0,0
2017-01-01 01:00:00,2,1,99.4,1.0,220.9,151.23,0,0,0
2017-01-01 02:00:00,2,1,100.0,1.0,220.7,141.22,0,0,0
2017-01-01 03:00:00,2,1,100.0,1.0,222.9,130.35,0,0,0
2017-01-01 04:00:00,2,1,100.0,1.0,227.4,119.28,0,0,0
2017-01-01 05:00:00,1,1,100.0,1.0,235.2,108.39,0,0,0
2017-01-01 06:00:00,1,1,100.0,1.0,246.0,97.94,0,0,0
2017-01-01 07:00:00,1,1,100.0,1.0,256.40000000000003,88.24,17,17,0
2017-01-01 08:00:00,2,1,96.37,0.9,264.6,79.65,148,51,538
2017-01-01 09:00:00,3,1,97.83,1.0,262.90000000000003,72.64,283,65,731
2017-01-01 10:00:00,3,0,85.64,1.1,270.2,67.74,380,72,813
2017-01-01 11:00:00,4,0,74.61,1.2000000000000002,274.7,65.44,425,75,840
2017-01-01 12:00:00,4,0,73.08,1.2000000000000002,276.5,66.03,414,74,837
2017-01-01 13:00:00,4,0,77.10000000000002,1.1,280.0,69.42,349,68,800
2017-01-01 14:00:00,3,0,76.87,1.0,282.8,75.24,237,56,707
2017-01-01 15:00:00,2,0,83.85000000000002,0.9,283.1,82.95,97,35,501
2017-01-01 16:00:00,0,0,94.39,0.9,283.8,92.03,0,0,0
2017-01-01 17:00:00,0,-1,91.81,0.9,286.4000000000001,102.07,0,0,0
2017-01-01 18:00:00,0,-1,88.73,0.8,288.5,112.73,0,0,0
2017-01-01 19:00:00,0,-2,92.29,0.8,288.4000000000001,123.73,0,0,0
2017-01-01 20:00:00,-1,-2,89.03,0.9,291.8,134.77,0,0,0
2017-01-01 21:00:00,-1,-2,92.96,0.9,298.4000000000001,145.39,0,0,0
2017-01-01 22:00:00,-2,-3,91.03,0.9,305.4000000000001,154.65,0,0,0
2017-01-01 23:00:00,-2,-3,89.78,0.8,307.1,160.16,0,0,0
2017-01-02 00:00:00,-1,-3,89.09,0.8,302.5,158.66,0,0,0
2017-01-02 01:00:00,-1,-3,82.25,0.8,302.1,151.23,0,0,0
2017-01-02 02:00:00,-1,-3,81.7,0.8,309.6,141.25,0,0,0
2017-01-02 03:00:00,-1,-3,80.81,0.8,308.5,130.38,0,0,0
2017-01-02 04:00:00,-1,-3,80.13,0.8,307.7000000000001,119.32,0,0,0
2017-01-02 05:00:00,-1,-3,80.77,0.8,321.3,108.41,0,0,0
2017-01-02 06:00:00,-1,-3,81.38,0.7000000000000001,341.2000000000001,97.96,0,0,0
2017-01-02 07:00:00,0,-3,77.41,0.5,355.0,88.24,14,14,0
2017-01-02 08:00:00,0,-2,81.49,0.30000000000000004,5.2,79.64,111,65,255
2017-01-02 09:00:00,2,-2,73.37,0.2,17.0,72.61,208,108,334
2017-01-02 10:00:00,3,-2,67.39,0.30000000000000004,96.2,67.68,260,148,294
2017-01-02 11:00:00,4,-2,64.3,0.4,116.3,65.35,310,155,370
2017-01-02 12:00:00,4,-1,67.0,0.4,128.0,65.92,286,161,305
2017-01-02 13:00:00,4,0,70.77,0.4,131.9,69.3,189,150,111
2017-01-02 14:00:00,3,0,83.39,0.6000000000000001,128.0,75.11,127,103,95
2017-01-02 15:00:00,2,0,96.01,0.8,117.6,82.81,52,45,57
2017-01-02 16:00:00,1,0,92.22,0.8,110.1,91.89,0,0,0
2017-01-02 17:00:00,1,0,93.97,0.8,105.0,101.93,0,0,0
2017-01-02 18:00:00,1,0,95.55,0.7000000000000001,107.1,112.59,0,0,0
2017-01-02 19:00:00,1,0,97.34,0.7000000000000001,113.5,123.59,0,0,0
2017-01-02 20:00:00,2,0,99.26,0.7000000000000001,117.9,134.62,0,0,0
2017-01-02 21:00:00,2,1,94.63,0.8,119.2,145.25,0,0,0
2017-01-02 22:00:00,2,1,96.79,0.9,120.3,154.51,0,0,0
2017-01-02 23:00:00,3,1,90.66,0.9,119.0,160.05,0,0,0
2017-01-03 00:00:00,3,1,91.53,0.9,112.5,158.61,0,0,0
2017-01-03 01:00:00,3,1,92.7,0.9,108.0,151.23,0,0,0
2017-01-03 02:00:00,3,2,93.32,0.9,104.6,141.27,0,0,0
2017-01-03 03:00:00,3,2,93.63,0.9,99.7,130.41,0,0,0
2017-01-03 04:00:00,3,2,94.52,0.9,94.9,119.34,0,0,0
2017-01-03 05:00:00,3,2,96.24,0.9,90.7,108.43,0,0,0
2017-01-03 06:00:00,3,2,97.37,0.9,90.2,97.97,0,0,0
2017-01-03 07:00:00,4,2,98.79,1.0,91.8,88.24,5,5,0
2017-01-03 08:00:00,4,3,94.14,1.0,94.4,79.62,40,40,0
2017-01-03 09:00:00,4,3,95.82,1.0,95.0,72.57000000000002,77,77,0
2017-01-03 10:00:00,4,3,97.25,1.0,94.6,67.61,6,6,0
2017-01-03 11:00:00,4,3,98.39,1.1,91.6,65.26,133,133,0
2017-01-03 12:00:00,4,3,99.23,1.2000000000000002,89.5,65.81,86,86,0
2017-01-03 13:00:00,4,4,100.0,1.2000000000000002,86.30000000000004,69.17,75,75,0
2017-01-03 14:00:00,5,4,100.0,1.2000000000000002,82.7,74.97,49,49,0
2017-01-03 15:00:00,5,4,100.0,1.3,81.60000000000002,82.67,19,19,0
2017-01-03 16:00:00,5,4,98.62,1.4,77.2,91.74,0,0,0
2017-01-03 17:00:00,5,4,100.0,1.5,72.5,101.78,0,0,0
2017-01-03 18:00:00,5,4,100.0,1.4,72.4,112.44,0,0,0
2017-01-03 19:00:00,5,4,100.0,1.2000000000000002,66.60000000000001,123.44,0,0,0
2017-01-03 20:00:00,6,4,100.0,1.0,63.40000000000001,134.48,0,0,0
2017-01-03 21:00:00,6,4,100.0,0.7000000000000001,60.3,145.1,0,0,0
2017-01-03 22:00:00,5,4,100.0,0.5,51.1,154.37,0,0,0
2017-01-03 23:00:00,5,4,100.0,0.30000000000000004,31.6,159.93,0,0,0
2017-01-04 00:00:00,4,4,100.0,0.4,346.70000000000016,158.55,0,0,0
2017-01-04 01:00:00,4,4,100.0,0.6000000000000001,312.3,151.22,0,0,0
2017-01-04 02:00:00,3,2,100.0,0.7000000000000001,293.7,141.28,0,0,0
2017-01-04 03:00:00,3,2,100.0,0.7000000000000001,281.40000000000003,130.43,0,0,0
2017-01-04 04:00:00,2,2,100.0,0.7000000000000001,274.40000000000003,119.36,0,0,0
2017-01-04 05:00:00,2,2,100.0,0.7000000000000001,264.40000000000003,108.45,0,0,0
2017-01-04 06:00:00,2,2,100.0,0.7000000000000001,255.7,97.97,0,0,0
2017-01-04 07:00:00,2,1,99.56,0.7000000000000001,242.7,88.23,18,18,0
2017-01-04 08:00:00,3,2,100.0,0.8,233.9,79.60000000000002,138,56,452
2017-01-04 09:00:00,4,2,92.73,0.8,231.1,72.52,261,82,598
2017-01-04 10:00:00,6,3,90.66,0.8,234.5,67.54,262,152,290
2017-01-04 11:00:00,7,4,87.87,0.8,241.3,65.16,256,183,175
2017-01-04 12:00:00,7,4,84.7,0.8,243.8,65.68,267,175,224
2017-01-04 13:00:00,7,4,87.02,0.8,244.8,69.04,135,131,10
2017-01-04 14:00:00,6,5,94.39,0.8,249.8,74.83,230,61,644
2017-01-04 15:00:00,5,4,100.0,0.8,257.5,82.52,96,38,443
2017-01-04 16:00:00,4,4,100.0,0.9,264.2,91.59,0,0,0
2017-01-04 17:00:00,3,2,100.0,0.9,265.2,101.63,0,0,0
2017-01-04 18:00:00,3,2,100.0,0.9,261.0,112.3,0,0,0
2017-01-04 19:00:00,3,2,98.83,1.1,266.5,123.3,0,0,0
2017-01-04 20:00:00,2,1,98.24,1.3,279.8,134.33,0,0,0
2017-01-04 21:00:00,1,0,90.09,1.3,284.3,144.95000000000005,0,0,0
2017-01-04 22:00:00,0,-2,84.8,1.2000000000000002,281.0,154.22,0,0,0
2017-01-04 23:00:00,0,-3,78.79,1.2000000000000002,276.90000000000003,159.8,0,0,0
2017-01-05 00:00:00,-1,-4,80.04,1.2000000000000002,276.40000000000003,158.48,0,0,0
2017-01-05 01:00:00,-1,-4,76.93,1.2000000000000002,276.5,151.20000000000005,0,0,0
2017-01-05 02:00:00,-1,-4,80.53,1.2000000000000002,275.90000000000003,141.29,0,0,0
2017-01-05 03:00:00,-2,-5,77.39,1.3,274.8,130.45,0,0,0
2017-01-05 04:00:00,-2,-6,72.95,1.3,274.1,119.38,0,0,0
2017-01-05 05:00:00,-2,-7,68.47,1.4,269.7,108.46,0,0,0
2017-01-05 06:00:00,-2,-7,70.06,1.4,263.40000000000003,97.97,0,0,0
2017-01-05 07:00:00,-2,-8,62.9,1.4,260.5,88.22,21,15,211
2017-01-05 08:00:00,-1,-8,56.99,1.4,257.40000000000003,79.56,160,46,631
2017-01-05 09:00:00,0,-8,55.23,1.4,258.3,72.46000000000002,298,60,787
2017-01-05 10:00:00,0,-8,51.02,1.3,262.6,67.46000000000001,395,69,850
2017-01-05 11:00:00,0,-8,51.38,1.2000000000000002,267.2,65.06,316,158,375
2017-01-05 12:00:00,0,-8,52.21,1.1,266.8,65.56,352,117,569
2017-01-05 13:00:00,0,-8,53.38,1.0,263.7,68.89,354,76,773
2017-01-05 14:00:00,0,-8,54.76,0.9,262.5,74.68,242,63,674
2017-01-05 15:00:00,0,-7,57.29,0.8,262.40000000000003,82.36,101,41,450
2017-01-05 16:00:00,-1,-6,67.06,0.8,261.1,91.44,0,0,0
2017-01-05 17:00:00,-1,-6,68.77,0.7000000000000001,263.2,101.48,0,0,0
2017-01-05 18:00:00,-1,-5,75.57000000000002,0.7000000000000001,259.5,112.14,0,0,0
2017-01-05 19:00:00,-2,-5,75.51,0.7000000000000001,252.8,123.14,0,0,0
2017-01-05 20:00:00,-2,-5,75.8,0.7000000000000001,248.1,134.18,0,0,0
2017-01-05 21:00:00,-1,-5,76.33,0.7000000000000001,247.4,144.8,0,0,0
2017-01-05 22:00:00,-1,-5,72.38,0.7000000000000001,244.7,154.06,0,0,0
2017-01-05 23:00:00,-1,-5,72.75,0.7000000000000001,244.9,159.67000000000004,0,0,0
2017-01-06 00:00:00,-1,-5,72.3,0.7000000000000001,247.6,158.41,0,0,0
2017-01-06 01:00:00,-1,-5,72.66,0.6000000000000001,248.8,151.18,0,0,0
2017-01-06 02:00:00,-1,-5,78.73,0.6000000000000001,254.3,141.29,0,0,0
2017-01-06 03:00:00,-2,-5,78.74,0.5,265.8,130.45,0,0,0
2017-01-06 04:00:00,-2,-5,78.06,0.5,279.2,119.39,0,0,0
2017-01-06 05:00:00,-2,-5,78.04,0.5,287.5,108.46,0,0,0
2017-01-06 06:00:00,-2,-5,77.86,0.5,291.1,97.97,0,0,0
2017-01-06 07:00:00,-2,-5,77.56,0.6000000000000001,290.8,88.19,8,8,0
2017-01-06 08:00:00,-1,-5,75.97,0.6000000000000001,296.8,79.52,71,67,21
2017-01-06 09:00:00,0,-5,68.95,0.6000000000000001,304.4000000000001,72.4,138,123,47
2017-01-06 10:00:00,0,-6,62.57,0.7000000000000001,308.7000000000001,67.37,182,159,60
2017-01-06 11:00:00,0,-6,60.78,0.8,307.9000000000001,64.94,352,130,525
2017-01-06 12:00:00,0,-7,59.17,0.8,313.4000000000001,65.42,437,95,821
2017-01-06 13:00:00,0,-7,57.82,0.8,316.1,68.75,318,97,608
2017-01-06 14:00:00,0,-7,57.15,0.8,318.3,74.52,219,76,535
2017-01-06 15:00:00,-1,-7,61.45,0.8,320.7000000000001,82.2,93,48,330
2017-01-06 16:00:00,-1,-7,67.56,0.8,322.3,91.28,0,0,0
2017-01-06 17:00:00,-2,-7,67.95,0.8,317.8,101.32,0,0,0
2017-01-06 18:00:00,-2,-7,67.56,0.8,319.9000000000001,111.99,0,0,0
2017-01-06 19:00:00,-3,-7,71.23,0.9,322.2000000000001,122.99,0,0,0
2017-01-06 20:00:00,-3,-7,69.60000000000001,0.9,314.3,134.02,0,0,0
2017-01-06 21:00:00,-4,-8,73.34,0.9,314.1,144.64,0,0,0
2017-01-06 22:00:00,-4,-8,71.44,0.8,319.1,153.9,0,0,0
2017-01-06 23:00:00,-4,-8,75.41,0.8,325.8,159.53,0,0,0
2017-01-07 00:00:00,-5,-8,74.4,0.8,322.0,158.32,0,0,0
2017-01-07 01:00:00,-5,-9,73.16,0.9,329.3,151.15,0,0,0
2017-01-07 02:00:00,-5,-9,72.51,0.8,343.90000000000015,141.28,0,0,0
2017-01-07 03:00:00,-4,-9,72.16,0.8,346.8,130.46,0,0,0
2017-01-07 04:00:00,-4,-9,67.23,0.8,351.0,119.39,0,0,0
2017-01-07 05:00:00,-4,-9,67.49,0.8,0.4,108.46,0,0,0
2017-01-07 06:00:00,-4,-9,68.07000000000001,0.7000000000000001,2.9000000000000004,97.95,0,0,0
2017-01-07 07:00:00,-3,-8,68.62,0.7000000000000001,5.300000000000002,88.17,4,4,0
2017-01-07 08:00:00,-3,-8,65.59,0.7000000000000001,15.3,79.47,30,30,0
2017-01-07 09:00:00,-3,-8,67.98,0.8,19.4,72.33,57,57,0
2017-01-07 10:00:00,-3,-7,70.93,0.8,21.0,67.27,37,37,0
2017-01-07 11:00:00,-3,-6,74.65,1.0,14.4,64.82000000000001,90,90,0
2017-01-07 12:00:00,-3,-6,77.79,1.1,13.8,65.28,93,93,0
2017-01-07 13:00:00,-3,-5,79.8,1.2000000000000002,17.400000000000002,68.59,35,35,0
2017-01-07 14:00:00,-3,-5,81.08,1.3,15.7,74.36,24,24,0
2017-01-07 15:00:00,-3,-5,87.05,1.4,15.5,82.04,10,10,0
2017-01-07 16:00:00,-4,-5,85.97,1.5,12.4,91.12,0,0,0
2017-01-07 17:00:00,-4,-6,83.86,1.6,10.0,101.16,0,0,0
2017-01-07 18:00:00,-5,-6,87.49,1.6,9.4,111.83,0,0,0
2017-01-07 19:00:00,-5,-7,85.25,1.5,7.4,122.83,0,0,0
2017-01-07 20:00:00,-5,-7,84.23,1.5,3.9,133.86,0,0,0
2017-01-07 21:00:00,-5,-7,89.88,1.5,2.5,144.48,0,0,0
2017-01-07 22:00:00,-6,-7,88.17,1.5,359.3,153.74,0,0,0
2017-01-07 23:00:00,-6,-7,86.47,1.4,355.0,159.38,0,0,0
2017-01-08 00:00:00,-6,-8,84.64,1.3,349.20000000000016,158.23,0,0,0
2017-01-08 01:00:00,-6,-8,81.88,1.2000000000000002,344.1,151.11,0,0,0
2017-01-08 02:00:00,-7,-9,84.38,1.2000000000000002,336.6,141.27,0,0,0
2017-01-08 03:00:00,-8,-10,84.45,1.2000000000000002,329.4000000000001,130.45,0,0,0
2017-01-08 04:00:00,-8,-11,84.51,1.2000000000000002,322.0,119.39,0,0,0
2017-01-08 05:00:00,-9,-11,79.13,1.3,316.6,108.45,0,0,0
2017-01-08 06:00:00,-10,-12,80.73,1.2000000000000002,314.5,97.93,0,0,0
2017-01-08 07:00:00,-9,-13,78.24,1.1,313.1,88.13,24,24,0
2017-01-08 08:00:00,-8,-12,69.23,1.1,316.1,79.42,175,46,706
2017-01-08 09:00:00,-7,-12,66.64,1.1,320.0,72.25,322,64,848
2017-01-08 10:00:00,-6,-11,63.06,1.1,321.2000000000001,67.17,256,158,254
2017-01-08 11:00:00,-5,-11,60.03,1.1,321.2000000000001,64.69,289,178,258
2017-01-08 12:00:00,-5,-11,61.38,1.1,321.9000000000001,65.13,298,167,310
2017-01-08 13:00:00,-5,-11,62.42,1.0,322.9000000000001,68.43,393,85,837
2017-01-08 14:00:00,-5,-10,68.34,0.9,321.6,74.19,271,73,728
2017-01-08 15:00:00,-6,-10,68.87,0.9,318.9000000000001,81.87,119,47,505
2017-01-08 16:00:00,-6,-11,72.44,0.9,315.8,90.95,0,0,0
2017-01-08 17:00:00,-7,-11,71.99,1.0,311.9000000000001,101.0,0,0,0
2017-01-08 18:00:00,-7,-11,72.08,1.0,309.5,111.67,0,0,0
2017-01-08 19:00:00,-8,-11,77.43,1.1,305.8,122.67,0,0,0
2017-01-08 20:00:00,-8,-11,77.09,1.1,305.3,133.7,0,0,0
2017-01-08 21:00:00,-9,-11,83.04,1.2000000000000002,307.5,144.31,0,0,0
2017-01-08 22:00:00,-9,-11,80.93,1.2000000000000002,310.1,153.57,0,0,0
2017-01-08 23:00:00,-9,-12,84.08,1.2000000000000002,306.9000000000001,159.23,0,0,0
2017-01-09 00:00:00,-10,-12,80.57000000000002,1.2000000000000002,300.2,158.13,0,0,0
2017-01-09 01:00:00,-11,-13,84.13,1.2000000000000002,296.1,151.06,0,0,0
2017-01-09 02:00:00,-11,-13,81.78,1.3,292.9000000000001,141.25,0,0,0
2017-01-09 03:00:00,-12,-13,85.57000000000002,1.3,291.3,130.44,0,0,0
2017-01-09 04:00:00,-12,-14,82.39,1.3,290.3,119.38,0,0,0
2017-01-09 05:00:00,-13,-14,86.2,1.2000000000000002,289.4000000000001,108.44,0,0,0
2017-01-09 06:00:00,-13,-15,84.68,1.2000000000000002,289.0,97.91,0,0,0
2017-01-09 07:00:00,-12,-15,76.87,1.1,290.1,88.09,24,24,0
2017-01-09 08:00:00,-10,-14,72.44,0.9,299.3,79.36,174,48,684
2017-01-09 09:00:00,-8,-14,66.31,0.7000000000000001,304.9000000000001,72.17,229,95,438
2017-01-09 10:00:00,-7,-13,63.29,0.6000000000000001,300.2,67.06,290,139,386
2017-01-09 11:00:00,-7,-13,61.36,0.5,287.5,64.56,472,95,876
2017-01-09 12:00:00,-6,-12,59.98,0.4,272.5,64.98,375,98,654
2017-01-09 13:00:00,-6,-12,60.72,0.4,252.2,68.26,322,105,584
2017-01-09 14:00:00,-6,-12,62.4,0.5,234.2,74.02,223,85,499
2017-01-09 15:00:00,-6,-11,68.86,0.7000000000000001,222.3,81.7,99,54,307
2017-01-09 16:00:00,-7,-11,69.21000000000001,0.8,210.8,90.78,0,0,0
2017-01-09 17:00:00,-8,-11,76.27,0.9,202.0,100.83,0,0,0
2017-01-09 18:00:00,-8,-11,77.92,1.0,200.0,111.5,0,0,0
2017-01-09 19:00:00,-8,-10,79.88,1.1,201.9,122.51,0,0,0
2017-01-09 20:00:00,-8,-10,82.21000000000002,1.1,204.5,133.54,0,0,0
2017-01-09 21:00:00,-8,-10,84.57000000000002,1.1,207.4,144.14,0,0,0
2017-01-09 22:00:00,-8,-9,86.94,1.1,213.8,153.39,0,0,0
2017-01-09 23:00:00,-8,-9,89.9,1.1,220.7,159.06,0,0,0
2017-01-10 00:00:00,-8,-9,92.41,1.1,225.3,158.03,0,0,0
2017-01-10 01:00:00,-8,-8,92.95,1.1,231.2,151.01,0,0,0
2017-01-10 02:00:00,-8,-9,92.0,1.1,237.5,141.22,0,0,0
2017-01-10 03:00:00,-8,-9,90.6,1.0,240.3,130.43,0,0,0
2017-01-10 04:00:00,-8,-9,95.73,1.0,239.5,119.36,0,0,0
2017-01-10 05:00:00,-8,-9,93.43,1.0,241.2,108.42,0,0,0
2017-01-10 06:00:00,-8,-9,85.54,0.9,241.6,97.88,0,0,0
2017-01-10 07:00:00,-7,-9,79.5,0.8,235.8,88.04,23,23,0
2017-01-10 08:00:00,-5,-9,77.49,0.6000000000000001,228.8,79.29,165,51,613
2017-01-10 09:00:00,-3,-7,75.5,0.5,216.6,72.08,306,74,755
2017-01-10 10:00:00,-1,-5,74.64,0.6000000000000001,201.7,66.94,403,97,781
2017-01-10 11:00:00,0,-3,75.12,0.6000000000000001,191.8,64.42,449,110,785
2017-01-10 12:00:00,0,-2,85.88,0.7000000000000001,183.0,64.82000000000001,437,116,754
2017-01-10 13:00:00,1,0,88.39,0.7000000000000001,173.8,68.09,303,109,522
2017-01-10 14:00:00,1,0,95.29,0.9,165.20000000000005,73.84,207,113,336
2017-01-10 15:00:00,1,0,99.92,1.1,166.9,81.52,90,61,193
2017-01-10 16:00:00,2,1,100.0,1.2000000000000002,170.4,90.6,0,0,0
2017-01-10 17:00:00,2,1,97.06,1.2000000000000002,168.5,100.66,0,0,0
2017-01-10 18:00:00,2,1,98.11,1.2000000000000002,167.3,111.34,0,0,0
2017-01-10 19:00:00,2,2,100.0,1.3,168.3,122.34,0,0,0
2017-01-10 20:00:00,3,2,96.91,1.5,169.9,133.37,0,0,0
2017-01-10 21:00:00,3,2,100.0,1.6,168.3,143.97,0,0,0
2017-01-10 22:00:00,4,4,100.0,1.6,169.20000000000005,153.22,0,0,0
2017-01-10 23:00:00,5,4,100.0,1.6,174.3,158.89,0,0,0
2017-01-11 00:00:00,5,4,100.0,1.6,180.5,157.91,0,0,0
2017-01-11 01:00:00,6,6,100.0,1.6,185.6,150.95000000000005,0,0,0
2017-01-11 02:00:00,6,6,100.0,1.6,189.0,141.19,0,0,0
2017-01-11 03:00:00,7,6,99.7,1.6,190.9,130.41,0,0,0
2017-01-11 04:00:00,7,7,100.0,1.7000000000000002,196.5,119.34,0,0,0
2017-01-11 05:00:00,8,7,98.22,1.6,207.3,108.39,0,0,0
2017-01-11 06:00:00,7,7,100.0,1.6,217.8,97.84,0,0,0
2017-01-11 07:00:00,7,6,100.0,1.5,228.1,87.99,18,18,0
2017-01-11 08:00:00,7,6,100.0,1.4,232.0,79.22,150,61,475
2017-01-11 09:00:00,7,5,97.0,1.4,234.3,71.98,292,72,712
2017-01-11 10:00:00,7,4,86.62,1.2000000000000002,236.8,66.82000000000001,401,69,844
2017-01-11 11:00:00,8,4,85.49,1.0,236.9,64.27,456,67,896
2017-01-11 12:00:00,8,4,80.76,0.7000000000000001,240.3,64.65,451,64,904
2017-01-11 13:00:00,8,5,82.72,0.5,233.6,67.91,304,113,506
2017-01-11 14:00:00,7,5,90.86,0.5,215.0,73.66,214,82,466
2017-01-11 15:00:00,5,4,100.0,0.6000000000000001,204.4,81.34,99,49,331
2017-01-11 16:00:00,4,4,100.0,0.7000000000000001,202.6,90.43,0,0,0
2017-01-11 17:00:00,4,4,100.0,0.7000000000000001,204.0,100.49,0,0,0
2017-01-11 18:00:00,4,4,100.0,0.8,198.5,111.17,0,0,0
2017-01-11 19:00:00,4,4,100.0,0.8,190.7,122.17,0,0,0
2017-01-11 20:00:00,4,4,100.0,0.9,187.3,133.2,0,0,0
2017-01-11 21:00:00,4,4,100.0,0.8,188.7,143.8,0,0,0
2017-01-11 22:00:00,4,4,100.0,0.9,186.4,153.03,0,0,0
2017-01-11 23:00:00,4,4,100.0,1.0,190.7,158.72,0,0,0
2017-01-12 00:00:00,5,4,100.0,1.0,194.9,157.79,0,0,0
2017-01-12 01:00:00,5,4,100.0,0.9,182.8,150.88,0,0,0
2017-01-12 02:00:00,6,6,100.0,0.9,176.70000000000005,141.15,0,0,0
2017-01-12 03:00:00,7,7,100.0,1.0,183.7,130.38,0,0,0
2017-01-12 04:00:00,8,8,100.0,1.2000000000000002,206.9,119.31,0,0,0
2017-01-12 05:00:00,9,8,100.0,1.3,214.7,108.35,0,0,0
2017-01-12 06:00:00,9,8,98.31,1.2000000000000002,211.7,97.79,0,0,0
2017-01-12 07:00:00,9,9,100.0,1.1,209.0,87.93,18,18,0
2017-01-12 08:00:00,10,9,97.37,1.1,210.5,79.14,140,57,441
2017-01-12 09:00:00,11,9,100.0,1.1,212.6,71.87,270,74,630
2017-01-12 10:00:00,11,10,97.24,1.0,214.4,66.68,362,89,690
2017-01-12 11:00:00,12,10,91.9,0.9,221.1,64.11,312,175,313
2017-01-12 12:00:00,13,10,86.25,0.8,222.9,64.47,309,172,319
2017-01-12 13:00:00,12,10,92.42,0.8,216.8,67.73,104,104,0
2017-01-12 14:00:00,11,10,99.45,0.8,211.3,73.47,72,72,0
2017-01-12 15:00:00,11,9,100.0,0.8,205.8,81.16,32,32,0
2017-01-12 16:00:00,10,9,100.0,0.8,203.2,90.25,0,0,0
2017-01-12 17:00:00,10,9,100.0,0.9,202.7,100.31,0,0,0
2017-01-12 18:00:00,10,9,100.0,0.9,209.8,110.99,0,0,0
2017-01-12 19:00:00,10,9,100.0,0.9,222.6,122.0,0,0,0
2017-01-12 20:00:00,10,9,100.0,0.8,230.1,133.03,0,0,0
2017-01-12 21:00:00,10,9,100.0,0.8,237.2,143.62,0,0,0
2017-01-12 22:00:00,10,9,100.0,0.7000000000000001,238.8,152.84,0,0,0
2017-01-12 23:00:00,9,9,100.0,0.7000000000000001,241.3,158.54,0,0,0
2017-01-13 00:00:00,9,9,100.0,0.7000000000000001,253.3,157.66,0,0,0
2017-01-13 01:00:00,8,8,100.0,0.8,269.2,150.8,0,0,0
2017-01-13 02:00:00,7,7,100.0,0.9,277.3,141.1,0,0,0
2017-01-13 03:00:00,5,4,100.0,1.1,278.1,130.34,0,0,0
2017-01-13 04:00:00,4,3,99.89,1.2000000000000002,280.8,119.28,0,0,0
2017-01-13 05:00:00,3,2,98.86,1.3,285.9000000000001,108.31,0,0,0
2017-01-13 06:00:00,3,1,97.71,1.4,291.5,97.74,0,0,0
2017-01-13 07:00:00,3,0,89.54,1.4,296.9000000000001,87.86,24,16,232
2017-01-13 08:00:00,3,0,78.3,1.5,301.7,79.05,166,45,635
2017-01-13 09:00:00,4,-1,71.99,1.6,305.8,71.76,306,60,787
2017-01-13 10:00:00,4,-2,63.95,1.6,305.3,66.54,410,65,865
2017-01-13 11:00:00,5,-2,60.84,1.6,304.6,63.94000000000001,462,68,897
2017-01-13 12:00:00,4,-3,58.08,1.6,305.2,64.29,456,67,897
2017-01-13 13:00:00,4,-4,55.38,1.6,306.6,67.54,393,64,861
2017-01-13 14:00:00,3,-4,55.78,1.5,308.5,73.28,280,56,777
2017-01-13 15:00:00,2,-5,59.76,1.4,311.1,80.97,134,40,595
2017-01-13 16:00:00,0,-6,62.13,1.3,314.9000000000001,90.06,0,0,0
2017-01-13 17:00:00,0,-6,61.39,1.3,318.8,100.13,0,0,0
2017-01-13 18:00:00,0,-6,60.22,1.2000000000000002,322.3,110.82,0,0,0
2017-01-13 19:00:00,-1,-7,63.52,1.2000000000000002,325.6,121.83,0,0,0
2017-01-13 20:00:00,-2,-7,65.39,1.2000000000000002,327.8,132.85,0,0,0
2017-01-13 21:00:00,-3,-8,67.64,1.2000000000000002,330.8,143.44,0,0,0
2017-01-13 22:00:00,-3,-8,65.02,1.2000000000000002,333.5,152.65,0,0,0
2017-01-13 23:00:00,-4,-9,66.54,1.1,335.9000000000001,158.35,0,0,0
2017-01-14 00:00:00,-4,-10,62.76,1.1,338.9000000000001,157.52,0,0,0
2017-01-14 01:00:00,-5,-10,63.59,1.0,341.1,150.72,0,0,0
2017-01-14 02:00:00,-5,-11,61.78,1.0,341.2000000000001,141.05,0,0,0
2017-01-14 03:00:00,-5,-11,60.47,0.9,340.3,130.3,0,0,0
2017-01-14 04:00:00,-6,-11,63.91,0.8,339.0,119.24,0,0,0
2017-01-14 05:00:00,-6,-11,62.82,0.7000000000000001,337.7000000000001,108.27,0,0,0
2017-01-14 06:00:00,-6,-12,61.7,0.6000000000000001,335.6,97.68,0,0,0
2017-01-14 07:00:00,-5,-12,55.69,0.5,332.1,87.79,28,15,336
2017-01-14 08:00:00,-4,-13,48.87000000000001,0.4,324.6,78.95,177,41,713
2017-01-14 09:00:00,-2,-13,42.62,0.30000000000000004,306.1,71.64,214,111,325
2017-01-14 10:00:00,-1,-14,38.3,0.30000000000000004,274.6,66.4,303,141,405
2017-01-14 11:00:00,-1,-14,36.33,0.4,256.2,63.77,470,67,912
2017-01-14 12:00:00,0,-13,35.56,0.4,241.2,64.1,460,68,898
2017-01-14 13:00:00,0,-12,38.2,0.5,228.9,67.34,393,66,849
2017-01-14 14:00:00,0,-11,41.94,0.6000000000000001,222.3,73.08,277,59,749
2017-01-14 15:00:00,0,-9,53.53,0.6000000000000001,211.9,80.78,130,42,550
2017-01-14 16:00:00,-1,-6,64.76,0.8,204.2,89.88,0,0,0
